question,label,answer,,,,,
90年代美国经济快速发展的原因是何,原因,提示：①克林顿政府实施的“宏观调控，微观自主”的经济政策，国家调节经济的机制更为灵活；②科技革命掀起新高潮，以计算机、网络为核心的信息产业飞速发展，促进了产业结构调整；③经济运行机制发生深刻变化，打破了经济增长、失业率和通货膨胀连动的关系，实现了经济发展的良性循环；④经济全球化促进了美国企业区域结构调整，给美国带来区域优势和国际竞争的优势；⑤二战结束以来经济长期稳定繁荣发展奠定的良好基础；⑥有利的国际和国内良好的政治环境。,,,,,
9世纪三四十年代欧洲的三大工人运动,内容,英国古典政治经济学、德国古典哲学、英法空想社会主义,,,,,
P97罗斯福的“试验”是指什么,内容,是指罗斯福总统为了使美国摆脱经济危机，挽救美国资本主义制度所进行的一系列探索活动、所采取的一系列措施。,,,,,
P97这段演说词展现了罗斯福总统怎样的人格风采,内容,展现了罗斯福总统敢于直面困难（大危机），坦率、果敢，信念坚定、无所畏惧，勇于战胜自我的优秀领导人的人格风采。,,,,,
阿拉曼战役,背景,1942年秋,,,,,
阿拉曼战役,原因,德意战线过长，给养困难；英军给养充分，兵力优势,,,,,
阿拉曼战役,意义,是北非战场的转折点,,,,,
埃塞俄比亚的抗意斗争,原因,（临近红海，战略位置重要.可以控制红海南大门，把意属索马里和厄立特里亚连接起来，加强意大利在东地中海的势力）；自然资源丰富,,,,,
埃塞俄比亚的抗意斗争,背景,1935.10开始,,,,,
埃塞俄比亚的抗意斗争,背景,1935.10意大利入侵埃塞俄比亚（受到强烈抵抗）；1936.10占领埃塞俄比亚；1941解放,,,,,
埃塞俄比亚的抗意斗争失利原因,原因,军队装备陈旧，双方力量对比悬殊；缺乏国际援助—绥靖政策；意军强大残忍—施放毒气,,,,,
爱因斯坦（德国）和相对论,意义,对近代物理学理论框架的重大突破，是人类思想发展史中的一次根本性变革，它和量子力学一起构成了现代物理学的基本理论框架,,,,,
爱因斯坦（德国）和相对论过程,背景,"①1905，发表《轮动体的电动力学》创立了狭义相对论（并非全否定牛顿力学。是牛顿力学的继承和发展）②1916年建立了广义相对论物质存在的现实空间不是平坦的，而是弯曲的，第一次阐述了四维时空和物质分布相联系的重要思想
",,,,,
八国联军侵华战争,内容,"1900-1901侵略者英法德俄美日意奥。辛丑条约①赔款4.5亿两；划定东交民巷为使馆区；拆毁炮台，准许各国派兵驻扎要地；
禁止中国人民的反帝斗争
②清政府成为帝国主义统治中国的工具，中国完全沦为半殖民地半封建社会。
",,,,,
巴黎公社革命,意义,①无产阶级专政的一次伟大尝试；②打碎了旧的国家机器，建立了无产阶级自己的政权；③原则永存，精神不朽。,,,,,
巴黎公社革命,原因,普法战争后法兰西第三共和国成立，但以稊也尔为首的的资产阶级临时政府（后更名为国防政府）对外妥协，对内镇压（要解除国民自卫军武装）。,,,,,
巴黎公社革命措施,内容,①废除旧军队，代之以国民自卫军；②普选产生国家最高权力机关公社委员会，下设十委员会。③公社委员和工作人员都由选举产生。对选民负责。④国家公职人员最高年薪不得超过一般技术工人的工资。,,,,,
巴黎公社革命的失败,原因,①无论是生产力水平还是无产阶级的政治威信，都还没达到完成社会主义革命的程度。②缺乏统一的革命政党领导，没有马克思主义理论指导，没有经验可循。,,,,,
巴黎公社革命有哪些意义,意义,①无产阶级专政的一次伟大尝试；②打碎了旧的国家机器，建立了无产阶级自己的政权；③原则永存，精神不朽。,,,,,
罢黜百家，独尊儒术,背景,大一统得到巩固；专制主义政治体制定型；以汉族为主体的文化共同体基本形成；董仲舒对儒学的改造和汉武帝对文化的改革。,,,,,
罢黜百家，独尊儒术,意义,遏制了学术思想的自由发展；加强中央集权，维护国家大一统；提高了儒学地位，儒家思想逐渐成为中国传统文化的主流思想。,,,,,
罢黜百家，独尊儒术,背景,经过六十多年的休养生息，汉朝的经济实力逐渐恢复和增强，人民生活安定，社会繁荣，国力日盛。但是，社会也潜伏着危机。诸侯国的势力日益膨胀，土地兼并烈，匈奴为患，都威胁着西汉的稳定。为了加强中央集权，适应国家统一形势的发积极有为的政治思想成为时代的需要。,,,,,
罢黜百家，独尊儒术表现,内容,起用儒学之士参与国政；罢黜百家，倡导儒学；兴办太学——儒学官方化和制度化；,,,,,
罢黜百家，独尊儒术的背景是什么,背景,经过六十多年的休养生息，汉朝的经济实力逐渐恢复和增强，人民生活安定，社会繁荣，国力日盛。但是，社会也潜伏着危机。诸侯国的势力日益膨胀，土地兼并烈，匈奴为患，都威胁着西汉的稳定。为了加强中央集权，适应国家统一形势的发积极有为的政治思想成为时代的需要。,,,,,
百官公卿,内容,秦王赢政统一六国后，采用皇帝称号，自称始皇帝，并确立了皇帝至高无上的地位。秦朝在中央设立丞相、太尉和御史大夫，史称三公。丞相有左右二员，职责是协助皇帝处理政事；太尉主管军事；御史大夫是丞相的助手，负责监察系统。,,,,,
百花齐放，百家争鸣的方针背景,背景,"①社会主义基本制度在中国的建立②大规模经济建设的逐步展开
",,,,,
百花齐放，百家争鸣的方针恢复与新背景,背景,"①背景三中全会后进入改革开放和现代化建设新时期，文化事业开始复苏；②标志1979年第四次文代会提出二为方针即文艺为人民服务、为社会主义服务③措施设立一批文艺奖项（鲁迅文学奖，矛盾文学奖，五个一工程）
",,,,,
百花齐放，百家争鸣的方针内容,内容,在艺术问题上百花齐放，在学术问题上百家争鸣,,,,,
百花齐放，百家争鸣的方针破坏,原因,由批判《海瑞罢官》引发文化大革命，破四旧洗劫文物和文化典籍，文艺工作者被政治批判、迫害致死或劳动改造，许多文艺作品被封杀，八个样板戏一枝独秀。,,,,,
百花齐放，百家争鸣的方针时间,内容,1956年,,,,,
百花齐放，百家争鸣的方针意义,意义,导致一大批反映时代变化和新人物新思想文艺作品涌现（,,,,,
百花齐放，百家争鸣的方针意义,意义,是建设新中国科学文化事业的正确方针和根本保证。,,,,,
百花齐放，百家争鸣的方针原因,原因,调动一切积极因素建设社会主义，迅速发展中国的经济科学和文化,,,,,
百家争鸣,意义,百家争鸣是中国历史上第一次思想解放运动，是中国学术文化、思想道德发展史上的重要阶段，奠定了中国思想文化发展的基础。,,,,,
百家争鸣,意义,"这些学派互相诘难、批驳，形成了百家争鸣的局面；同时，各家彼此吸收、融合，逐步形成了中国的传统文化体系。
百家争鸣是中国历史上第一次思想解放运动，是中国学术文化、思想道德发展史上的重要阶段，奠定了中国思想文化发展的基础。
十院校《中国古代史》对当时的社会变革和文化发展起了促进作用。在这一时期形成的各种学术思想，成为以后中国思想文化的主要源头。
张岂之主编的六卷本《中国历史》先秦卷春秋战国时期的百家争鸣，是我国学术文化发展的重要阶段，奠定了以后中国文化发展的基础，决定其发展方向，以后2000年中国古代文化学术发展的道路，特点及其中的各种问题、思想（除了佛学的传入外）都可以从先秦百家争鸣中追溯到其源头。在认识学术文化发展规律方面，先秦百家争鸣也给了我们重要启示。",,,,,
百家争鸣的出现有哪些影响,意义,百家争鸣是中国历史上第一次思想解放运动，是中国学术文化、思想道德发展史上的重要阶段，奠定了中国思想文化发展的基础。,,,,,
百家争鸣的出现有什么意义,意义,百家争鸣是中国历史上第一次思想解放运动，是中国学术文化、思想道德发展史上的重要阶段，奠定了中国思想文化发展的基础。,,,,,
